,Product Name,Brand Name,Price,Rating,Reviews,Review Votes
9955,"Apple iPhone 4 8GB, Unlocked (Black)",,122.0,5,Excellent,0.0
9956,"Apple iPhone 4 8GB, Unlocked (Black)",,122.0,4,"The box was old, but the phone is perfect",0.0
9957,"Apple iPhone 4 8GB, Unlocked (Black)",,122.0,5,Excellent,0.0
9958,"Apple iPhone 4 8GB, Unlocked (Black)",,122.0,4,"immediate delivery, very good product",0.0
9959,"Apple iPhone 4 8GB, Unlocked (Black)",,122.0,4,It is working good and touch phone.,0.0
9960,"Apple iPhone 4 8GB, Unlocked (Black)",,122.0,5,was exactly what my son wanted,0.0
9961,"Apple iPhone 4 8GB, Unlocked (Black)",,122.0,4,It is working fine!!!,0.0
9962,"Apple iPhone 4 8GB, Unlocked (Black)",,122.0,5,Arrived on time in excelent conditions and indeed it was unlocked. Very satisfied.,0.0
9963,"Apple iPhone 4 8GB, Unlocked (Black)",,122.0,5,"It was as expected. Looks like brand new. Excellent conditions, packaging. It works perfectly.",0.0
9964,"Apple iPhone 4 8GB, Unlocked (Black)",,122.0,5,"Worked for me on t-mobile. I did have to contact the seller as I couldn't get the phone to work with a t-mobile sim. Seller walked me through how to finish the unlocking process (connect to itunes, reset). Very happy with the purchase.",0.0
9965,"Apple iPhone 4 8GB, Unlocked (Black)",,122.0,5,It came exactly as it was supposed to and very quickly.I'm happy with the purchase .,0.0
9966,"Apple iPhone 4 8GB, Unlocked (Black)",,122.0,4,Thanks,0.0
9967,"Apple iPhone 4 8GB, Unlocked (Black)",,122.0,4,excelente,0.0
9968,"Apple iPhone 4 8GB, Unlocked (Black)",,122.0,5,It is my daughter's first Apple product and she is definitely enjoying it!,0.0
9969,"Apple iPhone 4 8GB, Unlocked (Black)",,122.0,5,YYEEEEAAAA,0.0
9970,"Apple iPhone 4 8GB, Unlocked (Black)",,122.0,5,good,0.0
9971,"Apple iPhone 4 8GB, Unlocked (Black)",,122.0,5,Was great till I dropped it lol,0.0
9972,"Apple iPhone 4 8GB, Unlocked (Black)",,122.0,4,excelente,0.0
9973,"Apple iPhone 4 8GB, Unlocked (Black)",,122.0,5,Excelent!,0.0
9974,"Apple iPhone 4 8GB, Unlocked (Black)",,122.0,1,"PHONE WAS NOR NEW, IT IS REFURBISHED AND I PAYED FOR A NEW PHONE",0.0
9975,"Apple iPhone 4 8GB, Unlocked (Black)",,122.0,5,great,0.0
9976,"Apple iPhone 4 8GB, Unlocked (Black)",,122.0,3,Screen blacked out.,0.0
9977,"Apple iPhone 4 8GB, Unlocked (Black)",,122.0,1,it does not work,0.0
9978,"Apple iPhone 4 8GB, Unlocked (Black)",,122.0,5,Works great love it,0.0
9979,"Apple iPhone 4 8GB, Unlocked (Black)",,122.0,5,great price for a good phone.,0.0
9980,"Apple iPhone 4 8GB, Unlocked (Black)",,122.0,1,So so,0.0
9981,"Apple iPhone 4 8GB, Unlocked (Black)",,122.0,3,They should let ya have free ringtones instead of charging to get them the phone its self is not bad,0.0
9982,"Apple iPhone 4 8GB, Unlocked (Black)",,122.0,1,"Came with no place to put SIM card, a complete waste. I send the phone overseas and it couldn't be used.",1.0
9983,"Apple iPhone 4 8GB, Unlocked (Black)",,122.0,5,"Excellent condition, works great!",0.0
9984,"Apple iPhone 4 8GB, Unlocked (Black)",,122.0,3,Okay when I got the phone it was 50% charged and it seemed to work fine until I used the speakers one of the speakers where broke. I still use the phone and its a great phone other then the speaker but I still recommend this phone. but you might want it to buy white cause my grandmother did and her was brand new.,0.0
9985,"Apple iPhone 4 8GB, Unlocked (Black)",,122.0,1,"So far I am happy with the phone. It is not activated yet it's a Christmas presant so I hope I don't have any problems activating it with straight talk. The phone was delivered in 4 days faster than what they estimated which is great, phone was in apple I phone box wrapped with plastic around box, came with charger, and ear phones, if the phone is not brand new it is very close to it. No scratches, no cracked screen better yet screen had a protective cover over it.",0.0
9986,"Apple iPhone 4 8GB, Unlocked (Black)",,122.0,1,"i bought this last last quarter of 2015, this phone had lot of defects, volume, the calls not getting connected,the text messages do not receive , the seller sent me a replacement . that replacement phone also has the same defects., In addition the replacement phone is getting heated up suddenly and and now I find its dangerous to use any more,this purchase is wast of money.",0.0
9987,"Apple iPhone 4 8GB, Unlocked (Black)",,122.0,1,"good evening on Monday October 12 this year, I made my claim with amazon regarding the phone to buy him in March as never lit me and accessories came in white and the phone is black, I wonder if comes the guarantee that I can do about it thank you very much.",1.0
9988,"Apple iPhone 4 8GB, Unlocked (Black)",,122.0,1,waiting for my refund,0.0
9989,"Apple iPhone 4 8GB, Unlocked (Black)",,122.0,4,This phone is Pretty GreatIt freezes jus A lil But other Than That... It Came Exactly how I needed it .2-3weeks early,0.0
9990,"Apple iPhone 4 8GB, Unlocked (Black)",,122.0,4,I'm very satisfied with my order,0.0
9991,"Apple iPhone 4 8GB, Unlocked (Black)",,122.0,1,"0. !!! Just closed account, retreating of supervisors, needs to be expected.",0.0
9992,"Apple iPhone 4 8GB, Unlocked (Black)",,122.0,3,No charger,0.0
9993,"Apple iPhone 4 8GB, Unlocked (Black)",,122.0,5,excelt,0.0
9994,"Apple iPhone 4 8GB, Unlocked (Black)",,122.0,5,I bought this phone for a teenage boy who can be hard to please. He loved it.,2.0
9995,"Apple iPhone 4 8GB, Unlocked (Black)",,122.0,1,Words can't describe how unsatisfied I am. The product I order was an iPhone 4 the phone was stolen. I could not connect it with sprint. Thanks for nothing.,2.0
